"potential real part"	"result"	"vtkValidPointMask"	"arc_length"	"Points:0"	"Points:1"	"Points:2"
0.0073713	0.049877	1	0.013992	0.05	0.047492	0.01101
0.0073713	0.049858	1	0.014025	0.05	0.047525	0.01101
0.0073712	0.049839	1	0.014058	0.05	0.047558	0.01101
0.0073712	0.049821	1	0.014091	0.05	0.047591	0.01101
0.0073712	0.049803	1	0.014124	0.05	0.047624	0.01101
0.0073712	0.049785	1	0.014157	0.05	0.047657	0.01101
0.0073712	0.049767	1	0.01419	0.05	0.04769	0.01101
0.0073712	0.04975	1	0.014223	0.05	0.047723	0.01101
0.0073712	0.049732	1	0.014256	0.05	0.047756	0.01101
0.0073712	0.049715	1	0.014289	0.05	0.047789	0.01101
0.0073712	0.049699	1	0.014322	0.05	0.047822	0.01101
0.0073711	0.049682	1	0.014355	0.05	0.047855	0.01101
0.0073711	0.049666	1	0.014388	0.05	0.047888	0.01101
0.0073711	0.04965	1	0.014421	0.05	0.047921	0.01101
0.0073711	0.049634	1	0.014454	0.05	0.047954	0.01101
0.0073711	0.049618	1	0.014487	0.05	0.047987	0.01101
0.0073711	0.049605	1	0.01452	0.05	0.04802	0.01101
0.0073711	0.049589	1	0.014553	0.05	0.048053	0.01101
0.0073711	0.049578	1	0.014586	0.05	0.048086	0.01101
0.0073711	0.049564	1	0.014619	0.05	0.048119	0.01101
0.0073711	0.049549	1	0.014652	0.05	0.048152	0.01101
0.007371	0.049545	1	0.014685	0.05	0.048185	0.01101
0.007371	0.049532	1	0.014718	0.05	0.048218	0.01101
0.007371	0.049523	1	0.014751	0.05	0.048251	0.01101
0.007371	0.04951	1	0.014784	0.05	0.048284	0.01101
0.007371	0.049497	1	0.014817	0.05	0.048317	0.01101
0.007371	0.049484	1	0.01485	0.05	0.04835	0.01101
0.007371	0.049471	1	0.014883	0.05	0.048383	0.01101
0.007371	0.049459	1	0.014916	0.05	0.048416	0.01101
0.007371	0.049447	1	0.014949	0.05	0.048449	0.01101
0.007371	0.049435	1	0.014982	0.05	0.048482	0.01101
0.007371	0.049423	1	0.015015	0.05	0.048515	0.01101
0.0073709	0.049412	1	0.015048	0.05	0.048548	0.01101
0.0073709	0.049401	1	0.015081	0.05	0.048581	0.01101
0.0073709	0.04939	1	0.015114	0.05	0.048614	0.01101
0.0073709	0.049379	1	0.015147	0.05	0.048647	0.01101
0.0073709	0.049369	1	0.01518	0.05	0.04868	0.01101
0.0073709	0.049358	1	0.015213	0.05	0.048713	0.01101
0.0073709	0.049349	1	0.015246	0.05	0.048746	0.01101
0.0073709	0.049339	1	0.015279	0.05	0.048779	0.01101
0.0073709	0.049329	1	0.015312	0.05	0.048812	0.01101
0.0073709	0.04932	1	0.015345	0.05	0.048845	0.01101
0.0073709	0.049311	1	0.015378	0.05	0.048878	0.01101
0.0073709	0.049303	1	0.015411	0.05	0.048911	0.01101
0.0073709	0.049294	1	0.015444	0.05	0.048944	0.01101
0.0073709	0.049286	1	0.015477	0.05	0.048977	0.01101
0.0073709	0.049278	1	0.01551	0.05	0.04901	0.01101
0.0073709	0.04927	1	0.015543	0.05	0.049043	0.01101
0.0073708	0.049263	1	0.015576	0.05	0.049076	0.01101
0.0073708	0.049256	1	0.015609	0.05	0.049109	0.01101
0.0073708	0.049249	1	0.015642	0.05	0.049142	0.01101
0.0073708	0.049242	1	0.015675	0.05	0.049175	0.01101
0.0073708	0.049236	1	0.015708	0.05	0.049208	0.01101
0.0073708	0.049229	1	0.015741	0.05	0.049241	0.01101
0.0073708	0.049223	1	0.015774	0.05	0.049274	0.01101
0.0073708	0.049217	1	0.015807	0.05	0.049307	0.01101
0.0073708	0.049212	1	0.01584	0.05	0.04934	0.01101
0.0073708	0.049207	1	0.015873	0.05	0.049373	0.01101
0.0073708	0.049202	1	0.015906	0.05	0.049406	0.01101
0.0073708	0.049197	1	0.015939	0.05	0.049439	0.01101
0.0073708	0.049193	1	0.015972	0.05	0.049472	0.01101
0.0073708	0.049189	1	0.016005	0.05	0.049505	0.01101
0.0073708	0.049185	1	0.016038	0.05	0.049538	0.01101
0.0073708	0.049185	1	0.016071	0.05	0.049571	0.01101
0.0073708	0.049182	1	0.016104	0.05	0.049604	0.01101
0.0073708	0.049179	1	0.016137	0.05	0.049637	0.01101
0.0073708	0.049176	1	0.01617	0.05	0.04967	0.01101
0.0073708	0.049173	1	0.016203	0.05	0.049703	0.01101
0.0073708	0.049171	1	0.016236	0.05	0.049736	0.01101
0.0073708	0.049169	1	0.016269	0.05	0.049769	0.01101
0.0073708	0.049168	1	0.016302	0.05	0.049802	0.01101
0.0073708	0.049166	1	0.016335	0.05	0.049835	0.01101
0.0073708	0.049165	1	0.016368	0.05	0.049868	0.01101
0.0073708	0.049164	1	0.016401	0.05	0.049901	0.01101
0.0073708	0.049163	1	0.016434	0.05	0.049934	0.01101
0.0073708	0.049163	1	0.016467	0.05	0.049967	0.01101
0.0073708	0.049163	1	0.0165	0.05	0.05	0.01101
0.0073708	0.049163	1	0.016533	0.05	0.050033	0.01101
0.0073708	0.049163	1	0.016566	0.05	0.050066	0.01101
0.0073708	0.049164	1	0.016599	0.05	0.050099	0.01101
0.0073708	0.049165	1	0.016632	0.05	0.050132	0.01101
0.0073708	0.049166	1	0.016665	0.05	0.050165	0.01101
0.0073708	0.049167	1	0.016698	0.05	0.050198	0.01101
0.0073708	0.049169	1	0.016731	0.05	0.050231	0.01101
0.0073708	0.04917	1	0.016764	0.05	0.050264	0.01101
0.0073708	0.049173	1	0.016797	0.05	0.050297	0.01101
0.0073708	0.049175	1	0.01683	0.05	0.05033	0.01101
0.0073708	0.049177	1	0.016863	0.05	0.050363	0.01101
0.0073708	0.04918	1	0.016896	0.05	0.050396	0.01101
0.0073708	0.049183	1	0.016929	0.05	0.050429	0.01101
0.0073708	0.049186	1	0.016962	0.05	0.050462	0.01101
0.0073708	0.049187	1	0.016995	0.05	0.050495	0.01101
0.0073708	0.049191	1	0.017028	0.05	0.050528	0.01101
0.0073708	0.049195	1	0.017061	0.05	0.050561	0.01101
0.0073708	0.0492	1	0.017094	0.05	0.050594	0.01101
0.0073708	0.049204	1	0.017127	0.05	0.050627	0.01101
0.0073708	0.049209	1	0.01716	0.05	0.05066	0.01101
0.0073708	0.049214	1	0.017193	0.05	0.050693	0.01101
0.0073708	0.04922	1	0.017226	0.05	0.050726	0.01101
0.0073708	0.049226	1	0.017259	0.05	0.050759	0.01101
0.0073708	0.049232	1	0.017292	0.05	0.050792	0.01101
0.0073708	0.049238	1	0.017325	0.05	0.050825	0.01101
0.0073708	0.049245	1	0.017358	0.05	0.050858	0.01101
0.0073708	0.049251	1	0.017391	0.05	0.050891	0.01101
0.0073708	0.049259	1	0.017424	0.05	0.050924	0.01101
0.0073708	0.049266	1	0.017457	0.05	0.050957	0.01101
0.0073709	0.049273	1	0.01749	0.05	0.05099	0.01101
0.0073709	0.049281	1	0.017523	0.05	0.051023	0.01101
0.0073709	0.049289	1	0.017556	0.05	0.051056	0.01101
0.0073709	0.049298	1	0.017589	0.05	0.051089	0.01101
0.0073709	0.049306	1	0.017622	0.05	0.051122	0.01101
0.0073709	0.049315	1	0.017655	0.05	0.051155	0.01101
0.0073709	0.049324	1	0.017688	0.05	0.051188	0.01101
0.0073709	0.049333	1	0.017721	0.05	0.051221	0.01101
0.0073709	0.049343	1	0.017754	0.05	0.051254	0.01101
0.0073709	0.049352	1	0.017787	0.05	0.051287	0.01101
0.0073709	0.049362	1	0.01782	0.05	0.05132	0.01101
0.0073709	0.049373	1	0.017853	0.05	0.051353	0.01101
0.0073709	0.049383	1	0.017886	0.05	0.051386	0.01101
0.0073709	0.049394	1	0.017919	0.05	0.051419	0.01101
0.0073709	0.049405	1	0.017952	0.05	0.051452	0.01101
0.0073709	0.049416	1	0.017985	0.05	0.051485	0.01101
0.007371	0.049426	1	0.018018	0.05	0.051518	0.01101
0.007371	0.04943	1	0.018051	0.05	0.051551	0.01101
0.007371	0.049442	1	0.018084	0.05	0.051584	0.01101
0.007371	0.049454	1	0.018117	0.05	0.051617	0.01101
0.007371	0.049467	1	0.01815	0.05	0.05165	0.01101
0.007371	0.04948	1	0.018183	0.05	0.051683	0.01101
0.007371	0.049493	1	0.018216	0.05	0.051716	0.01101
0.007371	0.049506	1	0.018249	0.05	0.051749	0.01101
0.007371	0.04952	1	0.018282	0.05	0.051782	0.01101
0.007371	0.049533	1	0.018315	0.05	0.051815	0.01101
0.007371	0.049547	1	0.018348	0.05	0.051848	0.01101
0.007371	0.049562	1	0.018381	0.05	0.051881	0.01101
0.0073711	0.049576	1	0.018414	0.05	0.051914	0.01101
0.0073711	0.049591	1	0.018447	0.05	0.051947	0.01101
0.0073711	0.049606	1	0.01848	0.05	0.05198	0.01101
0.0073711	0.049621	1	0.018513	0.05	0.052013	0.01101
0.0073711	0.049637	1	0.018546	0.05	0.052046	0.01101
0.0073711	0.049653	1	0.018579	0.05	0.052079	0.01101
0.0073711	0.049669	1	0.018612	0.05	0.052112	0.01101
0.0073711	0.049685	1	0.018645	0.05	0.052145	0.01101
0.0073711	0.049701	1	0.018678	0.05	0.052178	0.01101
0.0073712	0.049718	1	0.018711	0.05	0.052211	0.01101
0.0073712	0.049734	1	0.018744	0.05	0.052244	0.01101
0.0073712	0.049751	1	0.018777	0.05	0.052277	0.01101
0.0073712	0.049769	1	0.01881	0.05	0.05231	0.01101
0.0073712	0.049786	1	0.018843	0.05	0.052343	0.01101
0.0073712	0.049804	1	0.018876	0.05	0.052376	0.01101
0.0073712	0.049822	1	0.018909	0.05	0.052409	0.01101
0.0073712	0.04984	1	0.018942	0.05	0.052442	0.01101
0.0073712	0.049853	1	0.018975	0.05	0.052475	0.01101
0.0073713	0.049871	1	0.019008	0.05	0.052508	0.01101
0.0073713	0.04989	1	0.019041	0.05	0.052541	0.01101
0.0073713	0.04991	1	0.019074	0.05	0.052574	0.01101
0.0073713	0.049929	1	0.019107	0.05	0.052607	0.01101
0.0073713	0.049949	1	0.01914	0.05	0.05264	0.01101
0.0073713	0.049969	1	0.019173	0.05	0.052673	0.01101
0.0073713	0.049989	1	0.019206	0.05	0.052706	0.01101
0.0073714	0.05001	1	0.019239	0.05	0.052739	0.01101
0.0073714	0.05003	1	0.019272	0.05	0.052772	0.01101
0.0073714	0.050051	1	0.019305	0.05	0.052805	0.01101
0.0073714	0.050072	1	0.019338	0.05	0.052838	0.01101
0.0073714	0.050094	1	0.019371	0.05	0.052871	0.01101
0.0073714	0.050115	1	0.019404	0.05	0.052904	0.01101
0.0073714	0.050137	1	0.019437	0.05	0.052937	0.01101
0.0073715	0.050159	1	0.01947	0.05	0.05297	0.01101
0.0073715	0.050181	1	0.019503	0.05	0.053003	0.01101
0.0073715	0.050204	1	0.019536	0.05	0.053036	0.01101
0.0073715	0.050227	1	0.019569	0.05	0.053069	0.01101
0.0073715	0.050249	1	0.019602	0.05	0.053102	0.01101
0.0073715	0.050273	1	0.019635	0.05	0.053135	0.01101
0.0073715	0.050296	1	0.019668	0.05	0.053168	0.01101
0.0073716	0.05032	1	0.019701	0.05	0.053201	0.01101
0.0073716	0.050324	1	0.019734	0.05	0.053234	0.01101
0.0073716	0.050348	1	0.019767	0.05	0.053267	0.01101
0.0073716	0.050372	1	0.0198	0.05	0.0533	0.01101
0.0073716	0.050396	1	0.019833	0.05	0.053333	0.01101
0.0073716	0.050421	1	0.019866	0.05	0.053366	0.01101
0.0073717	0.050445	1	0.019899	0.05	0.053399	0.01101
0.0073717	0.05047	1	0.019932	0.05	0.053432	0.01101
0.0073717	0.050495	1	0.019965	0.05	0.053465	0.01101
0.0073717	0.050521	1	0.019998	0.05	0.053498	0.01101
0.0073717	0.050546	1	0.020031	0.05	0.053531	0.01101
0.0073717	0.050572	1	0.020064	0.05	0.053564	0.01101
0.0073718	0.050598	1	0.020097	0.05	0.053597	0.01101
0.0073718	0.050624	1	0.02013	0.05	0.05363	0.01101
0.0073718	0.05065	1	0.020163	0.05	0.053663	0.01101
0.0073718	0.050677	1	0.020196	0.05	0.053696	0.01101
0.0073718	0.050704	1	0.020229	0.05	0.053729	0.01101
0.0073719	0.050731	1	0.020262	0.05	0.053762	0.01101
0.0073719	0.050758	1	0.020295	0.05	0.053795	0.01101
0.0073719	0.050785	1	0.020328	0.05	0.053828	0.01101
0.0073719	0.050813	1	0.020361	0.05	0.053861	0.01101
0.0073719	0.05084	1	0.020394	0.05	0.053894	0.01101
0.0073719	0.050868	1	0.020427	0.05	0.053927	0.01101
0.007372	0.050897	1	0.02046	0.05	0.05396	0.01101
0.007372	0.050916	1	0.020493	0.05	0.053993	0.01101
0.007372	0.050936	1	0.020526	0.05	0.054026	0.01101
0.007372	0.050965	1	0.020559	0.05	0.054059	0.01101
0.007372	0.050994	1	0.020592	0.05	0.054092	0.01101
0.0073721	0.051023	1	0.020625	0.05	0.054125	0.01101
0.0073721	0.051053	1	0.020658	0.05	0.054158	0.01101
0.0073721	0.051083	1	0.020691	0.05	0.054191	0.01101
0.0073721	0.051113	1	0.020724	0.05	0.054224	0.01101
0.0073721	0.051143	1	0.020757	0.05	0.054257	0.01101
0.0073722	0.051173	1	0.02079	0.05	0.05429	0.01101
0.0073722	0.051204	1	0.020823	0.05	0.054323	0.01101
0.0073722	0.051234	1	0.020856	0.05	0.054356	0.01101
0.0073722	0.051238	1	0.020889	0.05	0.054389	0.01101
0.0073723	0.051275	1	0.020922	0.05	0.054422	0.01101
0.0073723	0.051305	1	0.020955	0.05	0.054455	0.01101
0.0073723	0.051335	1	0.020988	0.05	0.054488	0.01101
0.0073723	0.051366	1	0.021021	0.05	0.054521	0.01101
0.0073723	0.051396	1	0.021054	0.05	0.054554	0.01101
0.0073724	0.051427	1	0.021087	0.05	0.054587	0.01101
0.0073724	0.051458	1	0.02112	0.05	0.05462	0.01101
0.0073724	0.051489	1	0.021153	0.05	0.054653	0.01101
0.0073724	0.05152	1	0.021186	0.05	0.054686	0.01101
0.0073725	0.051552	1	0.021219	0.05	0.054719	0.01101
0.0073725	0.051583	1	0.021252	0.05	0.054752	0.01101
0.0073725	0.051615	1	0.021285	0.05	0.054785	0.01101
0.0073725	0.051647	1	0.021318	0.05	0.054818	0.01101
0.0073725	0.051679	1	0.021351	0.05	0.054851	0.01101
0.0073726	0.051712	1	0.021384	0.05	0.054884	0.01101
0.0073726	0.051744	1	0.021417	0.05	0.054917	0.01101
0.0073726	0.05175	1	0.02145	0.05	0.05495	0.01101
0.0073726	0.051783	1	0.021483	0.05	0.054983	0.01101
0.0073727	0.051817	1	0.021516	0.05	0.055016	0.01101
0.0073727	0.051851	1	0.021549	0.05	0.055049	0.01101
0.0073727	0.051885	1	0.021582	0.05	0.055082	0.01101
0.0073727	0.051919	1	0.021615	0.05	0.055115	0.01101
0.0073728	0.051954	1	0.021648	0.05	0.055148	0.01101
0.0073728	0.051988	1	0.021681	0.05	0.055181	0.01101
0.0073728	0.052023	1	0.021714	0.05	0.055214	0.01101
0.0073728	0.052058	1	0.021747	0.05	0.055247	0.01101
0.0073729	0.052093	1	0.02178	0.05	0.05528	0.01101
0.0073729	0.052129	1	0.021813	0.05	0.055313	0.01101
0.0073729	0.052164	1	0.021846	0.05	0.055346	0.01101
0.0073729	0.0522	1	0.021879	0.05	0.055379	0.01101
0.007373	0.052235	1	0.021912	0.05	0.055412	0.01101
0.007373	0.052271	1	0.021945	0.05	0.055445	0.01101
0.007373	0.052308	1	0.021978	0.05	0.055478	0.01101
0.007373	0.052344	1	0.022011	0.05	0.055511	0.01101
0.0073731	0.05233	1	0.022044	0.05	0.055544	0.01101
0.0073731	0.052365	1	0.022077	0.05	0.055577	0.01101
0.0073731	0.052399	1	0.02211	0.05	0.05561	0.01101
0.0073731	0.052434	1	0.022143	0.05	0.055643	0.01101
0.0073732	0.052469	1	0.022176	0.05	0.055676	0.01101
0.0073732	0.052504	1	0.022209	0.05	0.055709	0.01101
0.0073732	0.052539	1	0.022242	0.05	0.055742	0.01101
0.0073732	0.052575	1	0.022275	0.05	0.055775	0.01101
0.0073733	0.05261	1	0.022308	0.05	0.055808	0.01101
0.0073733	0.05262	1	0.022341	0.05	0.055841	0.01101
0.0073733	0.052655	1	0.022374	0.05	0.055874	0.01101
0.0073733	0.052691	1	0.022407	0.05	0.055907	0.01101
0.0073734	0.052727	1	0.02244	0.05	0.05594	0.01101
0.0073734	0.052764	1	0.022473	0.05	0.055973	0.01101
0.0073734	0.0528	1	0.022506	0.05	0.056006	0.01101
0.0073735	0.052837	1	0.022539	0.05	0.056039	0.01101
0.0073735	0.052874	1	0.022572	0.05	0.056072	0.01101
0.0073735	0.052911	1	0.022605	0.05	0.056105	0.01101
0.0073735	0.052948	1	0.022638	0.05	0.056138	0.01101
0.0073736	0.052985	1	0.022671	0.05	0.056171	0.01101
0.0073736	0.053023	1	0.022704	0.05	0.056204	0.01101
0.0073736	0.05306	1	0.022737	0.05	0.056237	0.01101
0.0073736	0.053098	1	0.02277	0.05	0.05627	0.01101
0.0073737	0.053136	1	0.022803	0.05	0.056303	0.01101
0.0073737	0.053173	1	0.022836	0.05	0.056336	0.01101
0.0073737	0.053211	1	0.022869	0.05	0.056369	0.01101
0.0073738	0.05325	1	0.022902	0.05	0.056402	0.01101
0.0073738	0.053288	1	0.022935	0.05	0.056435	0.01101
0.0073738	0.053326	1	0.022968	0.05	0.056468	0.01101
0.0073738	0.053365	1	0.023001	0.05	0.056501	0.01101
0.0073739	0.053403	1	0.023034	0.05	0.056534	0.01101
0.0073739	0.053442	1	0.023067	0.05	0.056567	0.01101
0.0073739	0.053481	1	0.0231	0.05	0.0566	0.01101
0.007374	0.05352	1	0.023133	0.05	0.056633	0.01101
0.007374	0.053559	1	0.023166	0.05	0.056666	0.01101
0.007374	0.05348	1	0.023199	0.05	0.056699	0.01101
0.007374	0.053516	1	0.023232	0.05	0.056732	0.01101
0.0073741	0.053552	1	0.023265	0.05	0.056765	0.01101
0.0073741	0.053588	1	0.023298	0.05	0.056798	0.01101
0.0073741	0.053624	1	0.023331	0.05	0.056831	0.01101
0.0073742	0.053661	1	0.023364	0.05	0.056864	0.01101
0.0073742	0.053697	1	0.023397	0.05	0.056897	0.01101
0.0073742	0.053734	1	0.02343	0.05	0.05693	0.01101
0.0073743	0.05377	1	0.023463	0.05	0.056963	0.01101
0.0073743	0.053807	1	0.023496	0.05	0.056996	0.01101
0.0073743	0.053844	1	0.023529	0.05	0.057029	0.01101
0.0073743	0.053881	1	0.023562	0.05	0.057062	0.01101
0.0073744	0.053918	1	0.023595	0.05	0.057095	0.01101
0.0073744	0.053955	1	0.023628	0.05	0.057128	0.01101
0.0073744	0.053992	1	0.023661	0.05	0.057161	0.01101
0.0073745	0.054035	1	0.023694	0.05	0.057194	0.01101
0.0073745	0.054068	1	0.023727	0.05	0.057227	0.01101
0.0073745	0.054102	1	0.02376	0.05	0.05726	0.01101
0.0073746	0.054135	1	0.023793	0.05	0.057293	0.01101
0.0073746	0.054169	1	0.023826	0.05	0.057326	0.01101
0.0073746	0.054202	1	0.023859	0.05	0.057359	0.01101
0.0073746	0.054236	1	0.023892	0.05	0.057392	0.01101
0.0073747	0.05427	1	0.023925	0.05	0.057425	0.01101
0.0073747	0.054304	1	0.023958	0.05	0.057458	0.01101
0.0073747	0.054338	1	0.023991	0.05	0.057491	0.01101
0.0073748	0.054372	1	0.024024	0.05	0.057524	0.01101
0.0073748	0.054406	1	0.024057	0.05	0.057557	0.01101
0.0073748	0.05444	1	0.02409	0.05	0.05759	0.01101
0.0073749	0.054474	1	0.024123	0.05	0.057623	0.01101
0.0073749	0.054508	1	0.024156	0.05	0.057656	0.01101
0.0073749	0.054543	1	0.024189	0.05	0.057689	0.01101
0.007375	0.054577	1	0.024222	0.05	0.057722	0.01101
0.007375	0.054612	1	0.024255	0.05	0.057755	0.01101
0.007375	0.054646	1	0.024288	0.05	0.057788	0.01101
0.007375	0.054681	1	0.024321	0.05	0.057821	0.01101
0.0073751	0.054715	1	0.024354	0.05	0.057854	0.01101
0.0073751	0.05475	1	0.024387	0.05	0.057887	0.01101
0.0073751	0.054785	1	0.02442	0.05	0.05792	0.01101
0.0073752	0.05482	1	0.024453	0.05	0.057953	0.01101
0.0073752	0.054855	1	0.024486	0.05	0.057986	0.01101
0.0073752	0.05489	1	0.024519	0.05	0.058019	0.01101
0.0073753	0.054925	1	0.024552	0.05	0.058052	0.01101
0.0073753	0.05496	1	0.024585	0.05	0.058085	0.01101
0.0073753	0.054996	1	0.024618	0.05	0.058118	0.01101
0.0073754	0.055031	1	0.024651	0.05	0.058151	0.01101
0.0073754	0.055066	1	0.024684	0.05	0.058184	0.01101
0.0073754	0.055102	1	0.024717	0.05	0.058217	0.01101
0.0073755	0.055137	1	0.02475	0.05	0.05825	0.01101
0.0073755	0.055173	1	0.024783	0.05	0.058283	0.01101
0.0073755	0.055209	1	0.024816	0.05	0.058316	0.01101
0.0073756	0.055244	1	0.024849	0.05	0.058349	0.01101
0.0073756	0.055218	1	0.024882	0.05	0.058382	0.01101
0.0073756	0.055082	1	0.024915	0.05	0.058415	0.01101
0.0073757	0.055079	1	0.024948	0.05	0.058448	0.01101
0.0073757	0.055105	1	0.024981	0.05	0.058481	0.01101
0.0073757	0.055131	1	0.025014	0.05	0.058514	0.01101
0.0073758	0.055157	1	0.025047	0.05	0.058547	0.01101
0.0073758	0.055183	1	0.02508	0.05	0.05858	0.01101
0.0073758	0.055209	1	0.025113	0.05	0.058613	0.01101
0.0073758	0.055235	1	0.025146	0.05	0.058646	0.01101
0.0073759	0.055261	1	0.025179	0.05	0.058679	0.01101
0.0073759	0.055287	1	0.025212	0.05	0.058712	0.01101
0.0073759	0.055314	1	0.025245	0.05	0.058745	0.01101
0.007376	0.05534	1	0.025278	0.05	0.058778	0.01101
0.007376	0.055366	1	0.025311	0.05	0.058811	0.01101
0.007376	0.055392	1	0.025344	0.05	0.058844	0.01101
0.0073761	0.055419	1	0.025377	0.05	0.058877	0.01101
0.0073761	0.055445	1	0.02541	0.05	0.05891	0.01101
0.0073761	0.055471	1	0.025443	0.05	0.058943	0.01101
0.0073762	0.055497	1	0.025476	0.05	0.058976	0.01101
0.0073762	0.055524	1	0.025509	0.05	0.059009	0.01101
0.0073762	0.05555	1	0.025542	0.05	0.059042	0.01101
0.0073763	0.055577	1	0.025575	0.05	0.059075	0.01101
0.0073763	0.055603	1	0.025608	0.05	0.059108	0.01101
0.0073763	0.055629	1	0.025641	0.05	0.059141	0.01101
0.0073764	0.055656	1	0.025674	0.05	0.059174	0.01101
0.0073764	0.055682	1	0.025707	0.05	0.059207	0.01101
0.0073764	0.055709	1	0.02574	0.05	0.05924	0.01101
0.0073765	0.055735	1	0.025773	0.05	0.059273	0.01101
0.0073765	0.055762	1	0.025806	0.05	0.059306	0.01101
0.0073765	0.055788	1	0.025839	0.05	0.059339	0.01101
0.0073766	0.055815	1	0.025872	0.05	0.059372	0.01101
0.0073766	0.055842	1	0.025905	0.05	0.059405	0.01101
0.0073766	0.055868	1	0.025938	0.05	0.059438	0.01101
0.0073767	0.055895	1	0.025971	0.05	0.059471	0.01101
0.0073767	0.055921	1	0.026004	0.05	0.059504	0.01101
0.0073767	0.055715	1	0.026037	0.05	0.059537	0.01101
0.0073768	0.055789	1	0.02607	0.05	0.05957	0.01101
0.0073768	0.055803	1	0.026103	0.05	0.059603	0.01101
0.0073768	0.055816	1	0.026136	0.05	0.059636	0.01101
0.0073769	0.05583	1	0.026169	0.05	0.059669	0.01101
0.0073769	0.055843	1	0.026202	0.05	0.059702	0.01101
0.0073769	0.055857	1	0.026235	0.05	0.059735	0.01101
0.0073769	0.05587	1	0.026268	0.05	0.059768	0.01101
0.007377	0.055884	1	0.026301	0.05	0.059801	0.01101
0.007377	0.055897	1	0.026334	0.05	0.059834	0.01101
0.007377	0.055911	1	0.026367	0.05	0.059867	0.01101
0.0073771	0.055924	1	0.0264	0.05	0.0599	0.01101
0.0073771	0.055938	1	0.026433	0.05	0.059933	0.01101
0.0073771	0.055951	1	0.026466	0.05	0.059966	0.01101
0.0073772	0.055965	1	0.026499	0.05	0.059999	0.01101
0.0073772	0.055978	1	0.026532	0.05	0.060032	0.01101
0.0073772	0.055992	1	0.026565	0.05	0.060065	0.01101
0.0073773	0.056005	1	0.026598	0.05	0.060098	0.01101
0.0073773	0.056019	1	0.026631	0.05	0.060131	0.01101
0.0073773	0.056032	1	0.026664	0.05	0.060164	0.01101
0.0073774	0.056046	1	0.026697	0.05	0.060197	0.01101
0.0073774	0.056059	1	0.02673	0.05	0.06023	0.01101
0.0073774	0.056073	1	0.026763	0.05	0.060263	0.01101
0.0073775	0.056086	1	0.026796	0.05	0.060296	0.01101
0.0073775	0.0561	1	0.026829	0.05	0.060329	0.01101
0.0073775	0.056114	1	0.026862	0.05	0.060362	0.01101
0.0073776	0.056127	1	0.026895	0.05	0.060395	0.01101
0.0073776	0.056141	1	0.026928	0.05	0.060428	0.01101
0.0073776	0.056154	1	0.026961	0.05	0.060461	0.01101
0.0073776	0.056168	1	0.026994	0.05	0.060494	0.01101
0.0073777	0.056181	1	0.027027	0.05	0.060527	0.01101
0.0073777	0.056195	1	0.02706	0.05	0.06056	0.01101
0.0073777	0.056208	1	0.027093	0.05	0.060593	0.01101
0.0073778	0.056137	1	0.027126	0.05	0.060626	0.01101
0.0073778	0.056152	1	0.027159	0.05	0.060659	0.01101
0.0073778	0.05555	1	0.027192	0.05	0.060692	0.01101
0.0073779	0.055525	1	0.027225	0.05	0.060725	0.01101
0.0073779	0.055516	1	0.027258	0.05	0.060758	0.01101
0.0073779	0.055508	1	0.027291	0.05	0.060791	0.01101
0.007378	0.055499	1	0.027324	0.05	0.060824	0.01101
0.007378	0.055491	1	0.027357	0.05	0.060857	0.01101
0.007378	0.055483	1	0.02739	0.05	0.06089	0.01101
0.007378	0.055475	1	0.027423	0.05	0.060923	0.01101
0.0073781	0.055467	1	0.027456	0.05	0.060956	0.01101
0.0073781	0.055459	1	0.027489	0.05	0.060989	0.01101
0.0073781	0.055451	1	0.027522	0.05	0.061022	0.01101
0.0073782	0.055443	1	0.027555	0.05	0.061055	0.01101
0.0073782	0.055435	1	0.027588	0.05	0.061088	0.01101
0.0073782	0.055427	1	0.027621	0.05	0.061121	0.01101
0.0073782	0.055419	1	0.027654	0.05	0.061154	0.01101
0.0073783	0.055412	1	0.027687	0.05	0.061187	0.01101
0.0073783	0.055404	1	0.02772	0.05	0.06122	0.01101
0.0073783	0.055397	1	0.027753	0.05	0.061253	0.01101
0.0073784	0.055389	1	0.027786	0.05	0.061286	0.01101
0.0073784	0.055382	1	0.027819	0.05	0.061319	0.01101
0.0073784	0.055375	1	0.027852	0.05	0.061352	0.01101
0.0073784	0.055368	1	0.027885	0.05	0.061385	0.01101
0.0073785	0.05536	1	0.027918	0.05	0.061418	0.01101
0.0073785	0.055353	1	0.027951	0.05	0.061451	0.01101
0.0073785	0.055346	1	0.027984	0.05	0.061484	0.01101
0.0073786	0.05534	1	0.028017	0.05	0.061517	0.01101
0.0073786	0.055333	1	0.02805	0.05	0.06155	0.01101
0.0073786	0.055326	1	0.028083	0.05	0.061583	0.01101
0.0073786	0.055319	1	0.028115	0.05	0.061616	0.01101
0.0073787	0.055313	1	0.028149	0.05	0.061649	0.01101
0.0073787	0.055306	1	0.028182	0.05	0.061682	0.01101
0.0073787	0.0553	1	0.028214	0.05	0.061715	0.01101
0.0073787	0.055293	1	0.028247	0.05	0.061748	0.01101
0.0073788	0.055287	1	0.028281	0.05	0.061781	0.01101
0.0073788	0.054673	1	0.028313	0.05	0.061814	0.01101
0.0073788	0.054645	1	0.028346	0.05	0.061847	0.01101
0.0073789	0.054617	1	0.028379	0.05	0.06188	0.01101
